Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       1/1           std::tr1::_Hashtable<std::list<aalta_formula*, std::allocator<aalta_formula*> >*, std::list<aalta_formula*, std::allocator<aalta_formula*> >*, std::allocator<std::list<aalta_formula*, std::allocator<aalta_formula*> >*>, std::_Identity<std::list<aalta_formula*, std::allocator<aalta_formula*> >*>, aalta_formula::tag_prt_eq, aalta_formula::tag_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::_M_deallocate_buckets(std::tr1::__detail::_Hash_node<std::list<aalta_formula*, std::allocator<aalta_formula*> >*, false>**, unsigned long) [1325]
                0.00    0.00       1/1           std::allocator<std::tr1::__detail::_Hash_node<std::list<aalta_formula*, std::allocator<aalta_formula*> >*, false> >::~allocator() [1209]
-----------------------------------------------
                0.00    0.00       1/1           std::tr1::_Hashtable<std::string, std::pair<std::string const, int>, std::allocator<std::pair<std::string const, int> >, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::tr1::hash<std::string>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_Hashtable(unsigned long, std::tr1::hash<std::string> const&, std::tr1::__detail::_Mod_range_hashing const&, std::tr1::__detail::_Default_ranged_hash const&, std::equal_to<std::string> const&, std::_Select1st<std::pair<std::string const, int> > const&, std::allocator<std::pair<std::string const, int> > const&) [345]
[1329]   0.0    0.00    0.00       1         std::tr1::_Hashtable<std::string, std::pair<std::string const, int>, std::allocator<std::pair<std::string const, int> >, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::tr1::hash<std::string>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_allocate_buckets(unsigned long) [1329]
                0.00    0.00       1/2           std::allocator<std::tr1::__detail::_Hash_node<std::pair<std::string const, int>, false>*>::allocator<std::tr1::__detail::_Hash_node<std::pair<std::string const, int>, false> >(std::allocator<std::tr1::__detail::_Hash_node<std::pair<std::string const, int>, false> > const&) [1070]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::tr1::__detail::_Hash_node<std::pair<std::string const, int>, false>*>::allocate(unsigned long, void const*) [1178]
                0.00    0.00       1/1           void std::fill<std::tr1::__detail::_Hash_node<std::pair<std::string const, int>, false>**, std::tr1::__detail::_Hash_node<std::pair<std::string const, int>, false>*>(std::tr1::__detail::_Hash_node<std::pair<std::string const, int>, false>**, std::tr1::__detail::_Hash_node<std::pair<std::string const, int>, false>**, std::tr1::__detail::_Hash_node<std::pair<std::string const, int>, false>* const&) [1383]
                0.00    0.00       1/2           std::allocator<std::tr1::__detail::_Hash_node<std::pair<std::string const, int>, false>*>::~allocator() [1071]
-----------------------------------------------
                0.00    0.00       1/1           std::tr1::_Hashtable<std::string, std::pair<std::string const, int>, std::allocator<std::pair<std::string const, int> >, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::tr1::hash<std::string>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::~_Hashtable() [1331]
[1330]   0.0    0.00    0.00       1         std::tr1::_Hashtable<std::string, std::pair<std::string const, int>, std::allocator<std::pair<std::string const, int> >, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::tr1::hash<std::string>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_deallocate_buckets(std::tr1::__detail::_Hash_node<std::pair<std::string const, int>, false>**, unsigned long) [1330]
                0.00    0.00       1/2           std::allocator<std::tr1::__detail::_Hash_node<std::pair<std::string const, int>, false>*>::allocator<std::tr1::__detail::_Hash_node<std::pair<std::string const, int>, false> >(std::allocator<std::tr1::__detail::_Hash_node<std::pair<std::string const, int>, false> > const&) [1070]
                0.00    0.00       1/2           std::allocator<std::tr1::__detail::_Hash_node<std::pair<std::string const, int>, false>*>::~allocator() [1071]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::tr1::__detail::_Hash_node<std::pair<std::string const, int>, false>*>::deallocate(std::tr1::__detail::_Hash_node<std::pair<std::string const, int>, false>**, unsigned long) [1177]
-----------------------------------------------
                0.00    0.00       1/1           std::tr1::__unordered_map<std::string, int, std::tr1::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, int> >, false>::~__unordered_map() [1340]
[1331]   0.0    0.00    0.00       1         std::tr1::_Hashtable<std::string, std::pair<std::string const, int>, std::allocator<std::pair<std::string const, int> >, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::tr1::hash<std::string>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::~_Hashtable() [1331]
                0.00    0.00       1/2           std::tr1::_Hashtable<std::string, std::pair<std::string const, int>, std::allocator<std::pair<std::string const, int> >, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::tr1::hash<std::string>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::clear() [1099]
                0.00    0.00       1/1           std::tr1::_Hashtable<std::string, std::pair<std::string const, int>, std::allocator<std::pair<std::string const, int> >, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::tr1::hash<std::string>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_deallocate_buckets(std::tr1::__detail::_Hash_node<std::pair<std::string const, int>, false>**, unsigned long) [1330]
                0.00    0.00       1/1           std::allocator<std::tr1::__detail::_Hash_node<std::pair<std::string const, int>, false> >::~allocator() [1217]
-----------------------------------------------
                0.00    0.00       1/1           std::tr1::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::_Select1st<std::pair<int const, int> >, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_Hashtable(unsigned long, std::tr1::hash<int> const&, std::tr1::__detail::_Mod_range_hashing const&, std::tr1::__detail::_Default_ranged_hash const&, std::equal_to<int> const&, std::_Select1st<std::pair<int const, int> > const&, std::allocator<std::pair<int const, int> > const&) [346]
[1332]   0.0    0.00    0.00       1         std::tr1::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::_Select1st<std::pair<int const, int> >, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_allocate_buckets(unsigned long) [1332]
                0.00    0.00       1/2           std::allocator<std::tr1::__detail::_Hash_node<std::pair<int const, int>, false>*>::allocator<std::tr1::__detail::_Hash_node<std::pair<int const, int>, false> >(std::allocator<std::tr1::__detail::_Hash_node<std::pair<int const, int>, false> > const&) [1072]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::tr1::__detail::_Hash_node<std::pair<int const, int>, false>*>::allocate(unsigned long, void const*) [1180]
                0.00    0.00       1/1           void std::fill<std::tr1::__detail::_Hash_node<std::pair<int const, int>, false>**, std::tr1::__detail::_Hash_node<std::pair<int const, int>, false>*>(std::tr1::__detail::_Hash_node<std::pair<int const, int>, false>**, std::tr1::__detail::_Hash_node<std::pair<int const, int>, false>**, std::tr1::__detail::_Hash_node<std::pair<int const, int>, false>* const&) [1384]
                0.00    0.00       1/2           std::allocator<std::tr1::__detail::_Hash_node<std::pair<int const, int>, false>*>::~allocator() [1073]
-----------------------------------------------
                0.00    0.00       1/1           std::tr1::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::_Select1st<std::pair<int const, int> >, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::clear() [1335]
[1333]   0.0    0.00    0.00       1         std::tr1::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::_Select1st<std::pair<int const, int> >, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_deallocate_nodes(std::tr1::__detail::_Hash_node<std::pair<int const, int>, false>**, unsigned long) [1333]
-----------------------------------------------
                0.00    0.00       1/1           std::tr1::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::_Select1st<std::pair<int const, int> >, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::~_Hashtable() [1336]
[1334]   0.0    0.00    0.00       1         std::tr1::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::_Select1st<std::pair<int const, int> >, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_deallocate_buckets(std::tr1::__detail::_Hash_node<std::pair<int const, int>, false>**, unsigned long) [1334]
                0.00    0.00       1/2           std::allocator<std::tr1::__detail::_Hash_node<std::pair<int const, int>, false>*>::allocator<std::tr1::__detail::_Hash_node<std::pair<int const, int>, false> >(std::allocator<std::tr1::__detail::_Hash_node<std::pair<int const, int>, false> > const&) [1072]
                0.00    0.00       1/2           std::allocator<std::tr1::__detail::_Hash_node<std::pair<int const, int>, false>*>::~allocator() [1073]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::tr1::__detail::_Hash_node<std::pair<int const, int>, false>*>::deallocate(std::tr1::__detail::_Hash_node<std::pair<int const, int>, false>**, unsigned long) [1179]
-----------------------------------------------
                0.00    0.00       1/1           std::tr1::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::_Select1st<std::pair<int const, int> >, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::~_Hashtable() [1336]
[1335]   0.0    0.00    0.00       1         std::tr1::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::_Select1st<std::pair<int const, int> >, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::clear() [1335]
                0.00    0.00       1/1           std::tr1::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::_Select1st<std::pair<int const, int> >, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_deallocate_nodes(std::tr1::__detail::_Hash_node<std::pair<int const, int>, false>**, unsigned long) [1333]
-----------------------------------------------
                0.00    0.00       1/1           std::tr1::__unordered_map<int, int, std::tr1::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, int> >, false>::~__unordered_map() [1341]
[1336]   0.0    0.00    0.00       1         std::tr1::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::_Select1st<std::pair<int const, int> >, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::~_Hashtable() [1336]
                0.00    0.00       1/1           std::tr1::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::_Select1st<std::pair<int const, int> >, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::clear() [1335]
                0.00    0.00       1/1           std::tr1::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::_Select1st<std::pair<int const, int> >, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_deallocate_buckets(std::tr1::__detail::_Hash_node<std::pair<int const, int>, false>**, unsigned long) [1334]
                0.00    0.00       1/1           std::allocator<std::tr1::__detail::_Hash_node<std::pair<int const, int>, false> >::~allocator() [1219]
-----------------------------------------------
                0.00    0.00       1/1           std::tr1::unordered_map<aalta_formula*, dnf_formula*, std::tr1::hash<aalta_formula*>, std::equal_to<aalta_formula*>, std::allocator<std::pair<aalta_formula* const, dnf_formula*> > >::~unordered_map() [2534]
[1337]   0.0    0.00    0.00       1         std::tr1::__unordered_map<aalta_formula*, dnf_formula*, std::tr1::hash<aalta_formula*>, std::equal_to<aalta_formula*>, std::allocator<std::pair<aalta_formula* const, dnf_formula*> >, false>::~__unordered_map() [1337]
                0.00    0.00       1/1           std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, dnf_formula*>, std::allocator<std::pair<aalta_formula* const, dnf_formula*> >, std::_Select1st<std::pair<aalta_formula* const, dnf_formula*> >, std::equal_to<aalta_formula*>, std::tr1::hash<aalta_formula*>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::~_Hashtable() [1306]
-----------------------------------------------
                0.00    0.00       1/1           std::tr1::unordered_map<aalta_formula*, std::tr1::unordered_set<dnf_clause, dnf_clause::dnf_clause_hash, std::equal_to<dnf_clause>, std::allocator<dnf_clause> >*, std::tr1::hash<aalta_formula*>, std::equal_to<aalta_formula*>, std::allocator<std::pair<aalta_formula* const, std::tr1::unordered_set<dnf_clause, dnf_clause::dnf_clause_hash, std::equal_to<dnf_clause>, std::allocator<dnf_clause> >*> > >::~unordered_map() [2535]
[1338]   0.0    0.00    0.00       1         std::tr1::__unordered_map<aalta_formula*, std::tr1::unordered_set<dnf_clause, dnf_clause::dnf_clause_hash, std::equal_to<dnf_clause>, std::allocator<dnf_clause> >*, std::tr1::hash<aalta_formula*>, std::equal_to<aalta_formula*>, std::allocator<std::pair<aalta_formula* const, std::tr1::unordered_set<dnf_clause, dnf_clause::dnf_clause_hash, std::equal_to<dnf_clause>, std::allocator<dnf_clause> >*> >, false>::~__unordered_map() [1338]
                0.00    0.00       1/1           std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, std::tr1::unordered_set<dnf_clause, dnf_clause::dnf_clause_hash, std::equal_to<dnf_clause>, std::allocator<dnf_clause> >*>, std::allocator<std::pair<aalta_formula* const, std::tr1::unordered_set<dnf_clause, dnf_clause::dnf_clause_hash, std::equal_to<dnf_clause>, std::allocator<dnf_clause> >*> >, std::_Select1st<std::pair<aalta_formula* const, std::tr1::unordered_set<dnf_clause, dnf_clause::dnf_clause_hash, std::equal_to<dnf_clause>, std::allocator<dnf_clause> >*> >, std::equal_to<aalta_formula*>, std::tr1::hash<aalta_formula*>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::~_Hashtable() [1311]
-----------------------------------------------
                0.00    0.00       1/1           std::tr1::unordered_map<aalta_formula*, aalta_formula*, aalta_formula::af_prt_hash, aalta_formula::af_prt_eq, std::allocator<std::pair<aalta_formula* const, aalta_formula*> > >::~unordered_map() [2536]
[1339]   0.0    0.00    0.00       1         std::tr1::__unordered_map<aalta_formula*, aalta_formula*, aalta_formula::af_prt_hash, aalta_formula::af_prt_eq, std::allocator<std::pair<aalta_formula* const, aalta_formula*> >, false>::~__unordered_map() [1339]
                0.00    0.00       1/1           std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, aalta_formula*>, std::allocator<std::pair<aalta_formula* const, aalta_formula*> >, std::_Select1st<std::pair<aalta_formula* const, aalta_formula*> >, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::~_Hashtable() [1316]
-----------------------------------------------
                0.00    0.00       1/1           std::tr1::unordered_map<std::string, int, std::tr1::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, int> > >::~unordered_map() [2539]
[1340]   0.0    0.00    0.00       1         std::tr1::__unordered_map<std::string, int, std::tr1::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, int> >, false>::~__unordered_map() [1340]
                0.00    0.00       1/1           std::tr1::_Hashtable<std::string, std::pair<std::string const, int>, std::allocator<std::pair<std::string const, int> >, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::tr1::hash<std::string>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::~_Hashtable() [1331]
-----------------------------------------------
                0.00    0.00       1/1           std::tr1::unordered_map<int, int, std::tr1::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, int> > >::~unordered_map() [2548]
[1341]   0.0    0.00    0.00       1         std::tr1::__unordered_map<int, int, std::tr1::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, int> >, false>::~__unordered_map() [1341]
                0.00    0.00       1/1           std::tr1::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::_Select1st<std::pair<int const, int> >, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::~_Hashtable() [1336]
-----------------------------------------------
                0.00    0.00       1/1           std::tr1::unordered_set<aalta_formula*, std::tr1::hash<aalta_formula*>, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >::~unordered_set() [2552]
[1342]   0.0    0.00    0.00       1         std::tr1::__unordered_set<aalta_formula*, std::tr1::hash<aalta_formula*>, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*>, false>::~__unordered_set() [1342]
                0.00    0.00       1/1           std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, std::equal_to<aalta_formula*>, std::tr1::hash<aalta_formula*>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::~_Hashtable() [1301]
-----------------------------------------------
                0.00    0.00       1/1           std::tr1::unordered_set<scc_transition*, scc_transition::scc_tran_prt_hash, scc_transition::scc_tran_prt_eq, std::allocator<scc_transition*> >::~unordered_set() [2555]
[1343]   0.0    0.00    0.00       1         std::tr1::__unordered_set<scc_transition*, scc_transition::scc_tran_prt_hash, scc_transition::scc_tran_prt_eq, std::allocator<scc_transition*>, false>::~__unordered_set() [1343]
                0.00    0.00       1/1           std::tr1::_Hashtable<scc_transition*, scc_transition*, std::allocator<scc_transition*>, std::_Identity<scc_transition*>, scc_transition::scc_tran_prt_eq, scc_transition::scc_tran_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::~_Hashtable() [1323]
-----------------------------------------------
                0.00    0.00       1/1           std::tr1::unordered_set<std::list<aalta_formula*, std::allocator<aalta_formula*> >*, aalta_formula::tag_prt_hash, aalta_formula::tag_prt_eq, std::allocator<std::list<aalta_formula*, std::allocator<aalta_formula*> >*> >::~unordered_set() [2557]
[1344]   0.0    0.00    0.00       1         std::tr1::__unordered_set<std::list<aalta_formula*, std::allocator<aalta_formula*> >*, aalta_formula::tag_prt_hash, aalta_formula::tag_prt_eq, std::allocator<std::list<aalta_formula*, std::allocator<aalta_formula*> >*>, false>::~__unordered_set() [1344]
                0.00    0.00       1/1           std::tr1::_Hashtable<std::list<aalta_formula*, std::allocator<aalta_formula*> >*, std::list<aalta_formula*, std::allocator<aalta_formula*> >*, std::allocator<std::list<aalta_formula*, std::allocator<aalta_formula*> >*>, std::_Identity<std::list<aalta_formula*, std::allocator<aalta_formula*> >*>, aalta_formula::tag_prt_eq, aalta_formula::tag_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::~_Hashtable() [1328]
-----------------------------------------------
                0.00    0.00       1/1           std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, std::equal_to<aalta_formula*>, std::tr1::hash<aalta_formula*>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::_Hashtable(unsigned long, std::tr1::hash<aalta_formula*> const&, std::tr1::__detail::_Mod_range_hashing const&, std::tr1::__detail::_Default_ranged_hash const&, std::equal_to<aalta_formula*> const&, std::_Identity<aalta_formula*> const&, std::allocator<aalta_formula*> const&) [332]
[1345]   0.0    0.00    0.00       1         std::tr1::__detail::_Hash_code_base<aalta_formula*, aalta_formula*, std::_Identity<aalta_formula*>, std::equal_to<aalta_formula*>, std::tr1::hash<aalta_formula*>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, false>::_Hash_code_base(std::_Identity<aalta_formula*> const&, std::equal_to<aalta_formula*> const&, std::tr1::hash<aalta_formula*> const&, std::tr1::__detail::_Mod_range_hashing const&, std::tr1::__detail::_Default_ranged_hash const&) [1345]
-----------------------------------------------
                0.00    0.00       1/1           std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, dnf_formula*>, std::allocator<std::pair<aalta_formula* const, dnf_formula*> >, std::_Select1st<std::pair<aalta_formula* const, dnf_formula*> >, std::equal_to<aalta_formula*>, std::tr1::hash<aalta_formula*>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_Hashtable(unsigned long, std::tr1::hash<aalta_formula*> const&, std::tr1::__detail::_Mod_range_hashing const&, std::tr1::__detail::_Default_ranged_hash const&, std::equal_to<aalta_formula*> const&, std::_Select1st<std::pair<aalta_formula* const, dnf_formula*> > const&, std::allocator<std::pair<aalta_formula* const, dnf_formula*> > const&) [340]
[1346]   0.0    0.00    0.00       1         std::tr1::__detail::_Hash_code_base<aalta_formula*, std::pair<aalta_formula* const, dnf_formula*>, std::_Select1st<std::pair<aalta_formula* const, dnf_formula*> >, std::equal_to<aalta_formula*>, std::tr1::hash<aalta_formula*>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, false>::_Hash_code_base(std::_Select1st<std::pair<aalta_formula* const, dnf_formula*> > const&, std::equal_to<aalta_formula*> const&, std::tr1::hash<aalta_formula*> const&, std::tr1::__detail::_Mod_range_hashing const&, std::tr1::__detail::_Default_ranged_hash const&) [1346]
-----------------------------------------------
                0.00    0.00       1/1           std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, std::tr1::unordered_set<dnf_clause, dnf_clause::dnf_clause_hash, std::equal_to<dnf_clause>, std::allocator<dnf_clause> >*>, std::allocator<std::pair<aalta_formula* const, std::tr1::unordered_set<dnf_clause, dnf_clause::dnf_clause_hash, std::equal_to<dnf_clause>, std::allocator<dnf_clause> >*> >, std::_Select1st<std::pair<aalta_formula* const, std::tr1::unordered_set<dnf_clause, dnf_clause::dnf_clause_hash, std::equal_to<dnf_clause>, std::allocator<dnf_clause> >*> >, std::equal_to<aalta_formula*>, std::tr1::hash<aalta_formula*>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_Hashtable(unsigned long, std::tr1::hash<aalta_formula*> const&, std::tr1::__detail::_Mod_range_hashing const&, std::tr1::__detail::_Default_ranged_hash const&, std::equal_to<aalta_formula*> const&, std::_Select1st<std::pair<aalta_formula* const, std::tr1::unordered_set<dnf_clause, dnf_clause::dnf_clause_hash, std::equal_to<dnf_clause>, std::allocator<dnf_clause> >*> > const&, std::allocator<std::pair<aalta_formula* const, std::tr1::unordered_set<dnf_clause, dnf_clause::dnf_clause_hash, std::equal_to<dnf_clause>, std::allocator<dnf_clause> >*> > const&) [341]
[1347]   0.0    0.00    0.00       1         std::tr1::__detail::_Hash_code_base<aalta_formula*, std::pair<aalta_formula* const, std::tr1::unordered_set<dnf_clause, dnf_clause::dnf_clause_hash, std::equal_to<dnf_clause>, std::allocator<dnf_clause> >*>, std::_Select1st<std::pair<aalta_formula* const, std::tr1::unordered_set<dnf_clause, dnf_clause::dnf_clause_hash, std::equal_to<dnf_clause>, std::allocator<dnf_clause> >*> >, std::equal_to<aalta_formula*>, std::tr1::hash<aalta_formula*>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, false>::_Hash_code_base(std::_Select1st<std::pair<aalta_formula* const, std::tr1::unordered_set<dnf_clause, dnf_clause::dnf_clause_hash, std::equal_to<dnf_clause>, std::allocator<dnf_clause> >*> > const&, std::equal_to<aalta_formula*> const&, std::tr1::hash<aalta_formula*> const&, std::tr1::__detail::_Mod_range_hashing const&, std::tr1::__detail::_Default_ranged_hash const&) [1347]
-----------------------------------------------
                0.00    0.00       1/1           std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, aalta_formula*>, std::allocator<std::pair<aalta_formula* const, aalta_formula*> >, std::_Select1st<std::pair<aalta_formula* const, aalta_formula*> >, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_Hashtable(unsigned long, aalta_formula::af_prt_hash const&, std::tr1::__detail::_Mod_range_hashing const&, std::tr1::__detail::_Default_ranged_hash const&, aalta_formula::af_prt_eq const&, std::_Select1st<std::pair<aalta_formula* const, aalta_formula*> > const&, std::allocator<std::pair<aalta_formula* const, aalta_formula*> > const&) [342]
[1348]   0.0    0.00    0.00       1         std::tr1::__detail::_Hash_code_base<aalta_formula*, std::pair<aalta_formula* const, aalta_formula*>, std::_Select1st<std::pair<aalta_formula* const, aalta_formula*> >, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, false>::_Hash_code_base(std::_Select1st<std::pair<aalta_formula* const, aalta_formula*> > const&, aalta_formula::af_prt_eq const&, aalta_formula::af_prt_hash const&, std::tr1::__detail::_Mod_range_hashing const&, std::tr1::__detail::_Default_ranged_hash const&) [1348]
-----------------------------------------------
